"","Region","Market","Month","Year","Longitude","Latitude","Unmilled Maize Price Birr.KG","Milled Maize Price Birr.KG"
"1","ADDIS","addis ababa","APRIL","2014","38.793806","9.023748","7.32","9"
"2","ADDIS","addis ababa","AUGUST","2013","38.793806","9.023748","7.5","9"
"3","ADDIS","addis ababa","DECEMBER","2013","38.793806","9.023748","7.415","10"
"4","ADDIS","addis ababa","FEBRUARY","2014","38.793806","9.023748","7.165","9"
"5","ADDIS","addis ababa","JANUARY","2014","38.793806","9.023748","7.5","9.32"
"6","ADDIS","addis ababa","JULY","2013","38.793806","9.023748","7.33","9"
"7","ADDIS","addis ababa","JUNE","2014","38.793806","9.023748","7.49","8.66"
"8","ADDIS","addis ababa","MAY","2014","38.793806","9.023748","7.24","9"
"9","ADDIS","addis ababa","NOVEMBER","2013","38.793806","9.023748","10","11"
"10","ADDIS","addis ababa","OCTOBER","2013","38.793806","9.023748","9.36","10"
"11","ADDIS","addis ababa","SEPTEMBER","2013","38.793806","9.023748","8.24","9.83"
"12","AMHARA","Chuahit","APRIL","2014","39.311961","10.643157","6.00","-"
"13","AMHARA","Gondar","APRIL","2014","37.46149667","12.59878688","6.00","-"
"14","AMHARA","Esete","APRIL","2014","37.88657423","10.92298692","6.50","-"
"15","AMHARA","Debre- Tabor ","APRIL","2014","38.00833967","11.84769551","7.01","-"
"16","AMHARA","Kobo","APRIL","2014","39.63127424","12.16406542","6.20","-"
"17","AMHARA","Weldiya","APRIL","2014","39.6014117","11.82360232","6.66","-"
"18","AMHARA","Kombolcha","APRIL","2014","39.73724188","11.07807805","6.35","-"
"19","AMHARA","Dessie","APRIL","2014","39.63548793","11.11703902","7.63","16.00"
"20","AMHARA","Shewa- Robit ","APRIL","2014","39.90269733","10.00580856","6.44","-"
"21","AMHARA","Debre-¦","APRIL","2014","39.52890047","9.67650294","6.16","-"
"22","AMHARA","Chuahit","AUGUST","2013","39.311961","10.643157","7.00","-"
"23","AMHARA","Gondar","AUGUST","2013","37.46149667","12.59878688","7.13","-"
"24","AMHARA","Esete","AUGUST","2013","37.88657423","10.92298692","7.94","-"
"25","AMHARA","Debre- Tabor ","AUGUST","2013","38.00833967","11.84769551","7.61","-"
"26","AMHARA","Kobo","AUGUST","2013","39.63127424","12.16406542","7.07","-"
"27","AMHARA","Weldiya","AUGUST","2013","39.6014117","11.82360232","7.86","-"
"28","AMHARA","Kombolcha","AUGUST","2013","39.73724188","11.07807805","6.48","-"
"29","AMHARA","Dessie","AUGUST","2013","39.63548793","11.11703902","5.80","11.00"
"30","AMHARA","Shewa- Robit ","AUGUST","2013","39.90269733","10.00580856","7.10","-"
"31","AMHARA","Debre-¦","AUGUST","2013","39.52890047","9.67650294","6.50","-"
"32","AMHARA","Chuahit","DECEMBER","2013","39.311961","10.643157","5.58","-"
"33","AMHARA","Gondar","DECEMBER","2013","37.46149667","12.59878688","6.50","-"
